,WRank,LRank,Surface,WPts,LPts,A,B,C,D,E,ACourt,BCourt,CCourt,DCourt,ECourt,AOpponentRank,BOpponentRank,COpponentRank,DOpponentRank,EOpponentRank,APlayerRank,BPlayerRank,CPlayerRank,DPlayerRank,EPlayerRank
0,21,51.0,1,1710,1020.0,0,1,1,0,1,1,1,1,1,1,50.0,52.0,52.0,52.0,51.0,43.0,30.0,15.0,5.0,76.0
0,47,67.0,3,1055,842.0,1,1,0,1,0,1,1,1,1,1,52.0,52.0,52.0,51.0,51.0,30.0,15.0,5.0,76.0,21.0
0,19,47.0,3,1715,1055.0,1,0,1,0,1,1,1,1,1,3,52.0,52.0,51.0,51.0,47.0,15.0,5.0,76.0,21.0,67.0
0,48,44.0,3,1010,1110.0,0,1,0,1,0,1,1,1,3,3,52.0,51.0,51.0,47.0,47.0,5.0,76.0,21.0,67.0,19.0
0,1,48.0,3,8920,1010.0,1,0,1,0,1,1,1,3,3,3,51.0,51.0,47.0,47.0,48.0,76.0,21.0,67.0,19.0,44.0
0,47,155.0,3,1010,366.0,0,1,0,1,0,1,3,3,3,3,51.0,47.0,47.0,48.0,48.0,21.0,67.0,19.0,44.0,1.0
0,47,25.0,3,1010,1588.0,1,0,1,0,1,3,3,3,3,3,47.0,47.0,48.0,48.0,47.0,67.0,19.0,44.0,1.0,155.0
0,4,47.0,3,5080,1010.0,0,1,0,1,1,3,3,3,3,3,47.0,48.0,48.0,47.0,47.0,19.0,44.0,1.0,155.0,25.0
0,51,54.0,3,974,920.0,1,0,1,1,0,3,3,3,3,3,48.0,48.0,47.0,47.0,47.0,44.0,1.0,155.0,25.0,4.0
0,28,52.0,1,1525,920.0,0,1,1,0,0,3,3,3,3,3,48.0,47.0,47.0,47.0,54.0,1.0,155.0,25.0,4.0,51.0
0,91,55.0,2,644,920.0,1,1,0,0,0,3,3,3,3,1,47.0,47.0,47.0,54.0,52.0,155.0,25.0,4.0,51.0,28.0
0,55,62.0,2,920,875.0,1,0,0,0,0,3,3,3,1,2,47.0,47.0,54.0,52.0,55.0,25.0,4.0,51.0,28.0,91.0
0,1,55.0,2,9310,920.0,0,0,0,0,1,3,3,1,2,2,47.0,54.0,52.0,55.0,55.0,4.0,51.0,28.0,91.0,62.0
0,57,79.0,2,920,740.0,0,0,0,1,0,3,1,2,2,2,54.0,52.0,55.0,55.0,55.0,51.0,28.0,91.0,62.0,1.0
0,11,57.0,2,3085,920.0,0,0,1,0,1,1,2,2,2,2,52.0,55.0,55.0,55.0,57.0,28.0,91.0,62.0,1.0,79.0
0,52,55.0,2,975,955.0,0,1,0,1,0,2,2,2,2,2,55.0,55.0,55.0,57.0,57.0,91.0,62.0,1.0,79.0,11.0
0,56,140.0,2,955,409.0,1,0,1,0,0,2,2,2,2,2,55.0,55.0,57.0,57.0,55.0,62.0,1.0,79.0,11.0,52.0
0,2,56.0,2,7080,955.0,0,1,0,0,1,2,2,2,2,2,55.0,57.0,57.0,55.0,56.0,1.0,79.0,11.0,52.0,140.0
0,53,136.0,2,955,419.0,1,0,0,1,0,2,2,2,2,2,57.0,57.0,55.0,56.0,56.0,79.0,11.0,52.0,140.0,2.0
0,120,53.0,2,470,955.0,0,0,1,0,1,2,2,2,2,2,57.0,55.0,56.0,56.0,53.0,11.0,52.0,140.0,2.0,136.0
0,63,47.0,2,850,1020.0,0,1,0,1,0,2,2,2,2,2,55.0,56.0,56.0,53.0,53.0,52.0,140.0,2.0,136.0,120.0
0,12,63.0,2,2520,850.0,1,0,1,0,1,2,2,2,2,2,56.0,56.0,53.0,53.0,63.0,140.0,2.0,136.0,120.0,47.0
0,62,24.0,2,850,1750.0,0,1,0,1,0,2,2,2,2,2,56.0,53.0,53.0,63.0,63.0,2.0,136.0,120.0,47.0,12.0
0,33,62.0,2,1238,850.0,1,0,1,0,1,2,2,2,2,2,53.0,53.0,63.0,63.0,62.0,136.0,120.0,47.0,12.0,24.0
0,57,71.0,2,910,765.0,0,1,0,1,0,2,2,2,2,2,53.0,63.0,63.0,62.0,62.0,120.0,47.0,12.0,24.0,33.0
0,217,57.0,2,255,910.0,1,0,1,0,1,2,2,2,2,2,63.0,63.0,62.0,62.0,57.0,47.0,12.0,24.0,33.0,71.0
0,42,56.0,2,1097,910.0,0,1,0,1,0,2,2,2,2,2,63.0,62.0,62.0,57.0,57.0,12.0,24.0,33.0,71.0,217.0
0,59,87.0,1,864,660.0,1,1,1,0,0,2,2,2,2,2,23.0,134.0,138.0,39.0,5.0,64.0,64.0,64.0,64.0,56.0
0,59,40.0,1,864,1260.0,1,1,0,0,1,2,2,2,2,1,134.0,138.0,39.0,5.0,59.0,64.0,64.0,64.0,56.0,87.0
0,6,59.0,1,4060,864.0,1,0,0,1,1,2,2,2,1,1,138.0,39.0,5.0,59.0,59.0,64.0,64.0,56.0,87.0,40.0
0,114,55.0,1,518,905.0,0,0,1,1,0,2,2,1,1,1,39.0,5.0,59.0,59.0,59.0,64.0,56.0,87.0,40.0,6.0
0,57,135.0,1,905,408.0,0,1,1,0,0,2,1,1,1,1,5.0,59.0,59.0,59.0,55.0,56.0,87.0,40.0,6.0,114.0
0,73,57.0,1,728,905.0,1,1,0,0,1,1,1,1,1,1,59.0,59.0,59.0,55.0,57.0,87.0,40.0,6.0,114.0,135.0
0,39,60.0,2,1260,880.0,1,0,0,1,0,1,1,1,1,1,59.0,59.0,55.0,57.0,57.0,40.0,6.0,114.0,135.0,73.0
0,102,61.0,2,589,865.0,0,0,1,0,0,1,1,1,1,2,59.0,55.0,57.0,57.0,60.0,6.0,114.0,135.0,73.0,39.0
0,63,184.0,1,830,313.0,0,1,0,0,0,1,1,1,2,2,55.0,57.0,57.0,60.0,61.0,114.0,135.0,73.0,39.0,102.0
0,63,14.0,1,830,2265.0,1,0,0,0,1,1,1,2,2,1,57.0,57.0,60.0,61.0,63.0,135.0,73.0,39.0,102.0,184.0
0,56,63.0,1,898,830.0,0,0,0,1,1,1,2,2,1,1,57.0,60.0,61.0,63.0,63.0,73.0,39.0,102.0,184.0,14.0
0,15,60.0,1,2220,858.0,0,0,1,1,0,2,2,1,1,1,60.0,61.0,63.0,63.0,63.0,39.0,102.0,184.0,14.0,56.0
0,60,50.0,1,858,979.0,0,1,1,0,0,2,1,1,1,1,61.0,63.0,63.0,63.0,60.0,102.0,184.0,14.0,56.0,15.0
0,146,60.0,1,387,858.0,1,1,0,0,1,1,1,1,1,1,63.0,63.0,63.0,60.0,60.0,184.0,14.0,56.0,15.0,50.0
0,61,60.0,1,856,860.0,1,0,0,1,0,1,1,1,1,1,63.0,63.0,60.0,60.0,60.0,14.0,56.0,15.0,50.0,146.0
0,81,249.0,1,700,225.0,0,0,1,0,0,1,1,1,1,1,63.0,60.0,60.0,60.0,60.0,56.0,15.0,50.0,146.0,61.0
0,47,81.0,1,1065,700.0,0,1,0,0,1,1,1,1,1,1,60.0,60.0,60.0,60.0,81.0,15.0,50.0,146.0,61.0,249.0
0,81,13.0,1,700,2140.0,1,0,0,1,0,1,1,1,1,1,60.0,60.0,60.0,81.0,81.0,50.0,146.0,61.0,249.0,47.0
0,78,49.0,1,728,1051.0,0,0,1,0,1,1,1,1,1,1,60.0,60.0,81.0,81.0,81.0,146.0,61.0,249.0,47.0,13.0
0,1,78.0,1,8770,728.0,0,1,0,1,1,1,1,1,1,1,60.0,81.0,81.0,81.0,78.0,61.0,249.0,47.0,13.0,49.0
0,75,64.0,3,745,901.0,1,0,1,1,0,1,1,1,1,1,81.0,81.0,81.0,78.0,78.0,249.0,47.0,13.0,49.0,1.0
0,75,169.0,3,745,335.0,0,1,1,0,1,1,1,1,1,3,81.0,81.0,78.0,78.0,75.0,47.0,13.0,49.0,1.0,64.0
0,2,75.0,3,8670,745.0,1,1,0,1,1,1,1,1,3,3,81.0,78.0,78.0,75.0,75.0,13.0,49.0,1.0,64.0,169.0
0,45,72.0,3,1050,770.0,1,0,1,1,0,1,1,3,3,3,78.0,78.0,75.0,75.0,75.0,49.0,1.0,64.0,169.0,2.0
0,82,147.0,3,710,385.0,0,1,1,0,0,1,3,3,3,3,78.0,75.0,75.0,75.0,72.0,1.0,64.0,169.0,2.0,45.0
0,82,5.0,3,710,5060.0,1,1,0,0,1,3,3,3,3,3,75.0,75.0,75.0,72.0,82.0,64.0,169.0,2.0,45.0,147.0
0,103,82.0,3,554,710.0,1,0,0,1,1,3,3,3,3,3,75.0,75.0,72.0,82.0,82.0,169.0,2.0,45.0,147.0,5.0
0,72,89.0,3,780,668.0,0,0,1,1,0,3,3,3,3,3,75.0,72.0,82.0,82.0,82.0,2.0,45.0,147.0,5.0,103.0
0,72,81.0,3,780,725.0,0,1,1,0,1,3,3,3,3,3,72.0,82.0,82.0,82.0,72.0,45.0,147.0,5.0,103.0,89.0
0,72,66.0,3,780,825.0,1,1,0,1,1,3,3,3,3,3,82.0,82.0,82.0,72.0,72.0,147.0,5.0,103.0,89.0,81.0
0,72,38.0,3,780,1110.0,1,0,1,1,1,3,3,3,3,3,82.0,82.0,72.0,72.0,72.0,5.0,103.0,89.0,81.0,66.0
0,27,72.0,3,1510,780.0,0,1,1,1,1,3,3,3,3,3,82.0,72.0,72.0,72.0,72.0,103.0,89.0,81.0,66.0,38.0
0,89,65.0,2,640,825.0,1,1,1,1,0,3,3,3,3,3,72.0,72.0,72.0,72.0,72.0,89.0,81.0,66.0,38.0,27.0
0,66,143.0,2,825,401.0,1,1,1,0,0,3,3,3,3,2,72.0,72.0,72.0,72.0,65.0,81.0,66.0,38.0,27.0,89.0
0,66,94.0,2,825,603.0,1,1,0,0,1,3,3,3,2,2,72.0,72.0,72.0,65.0,66.0,66.0,38.0,27.0,89.0,143.0
0,37,66.0,2,1152,825.0,1,0,0,1,1,3,3,2,2,2,72.0,72.0,65.0,66.0,66.0,38.0,27.0,89.0,143.0,94.0
0,60,100.0,2,870,576.0,0,0,1,1,0,3,2,2,2,2,72.0,65.0,66.0,66.0,66.0,27.0,89.0,143.0,94.0,37.0
0,28,60.0,2,1395,870.0,0,1,1,0,1,2,2,2,2,2,65.0,66.0,66.0,66.0,60.0,89.0,143.0,94.0,37.0,100.0
0,58,59.0,2,875,870.0,1,1,0,1,0,2,2,2,2,2,66.0,66.0,66.0,60.0,60.0,143.0,94.0,37.0,100.0,28.0
0,75,65.0,2,740,797.0,1,0,1,0,0,2,2,2,2,2,66.0,66.0,60.0,60.0,59.0,94.0,37.0,100.0,28.0,58.0
0,23,134.0,2,1715,412.0,0,0,0,0,1,2,2,1,2,2,128.0,47.0,159.0,57.0,81.0,137.0,139.0,141.0,143.0,134.0
0,87,124.0,1,680,449.0,0,0,0,1,0,2,1,2,2,2,47.0,159.0,57.0,81.0,134.0,139.0,141.0,143.0,134.0,23.0
0,171,110.0,3,338,495.0,0,0,1,0,0,1,2,2,2,1,159.0,57.0,81.0,134.0,124.0,141.0,143.0,134.0,23.0,87.0
0,122,176.0,2,468,321.0,0,1,0,0,0,2,2,2,1,3,57.0,81.0,134.0,124.0,110.0,143.0,134.0,23.0,87.0,171.0
0,121,122.0,2,469,468.0,1,0,0,0,1,2,2,1,3,2,81.0,134.0,124.0,110.0,122.0,134.0,23.0,87.0,171.0,176.0
0,121,52.0,2,468,975.0,0,0,0,1,0,2,1,3,2,2,134.0,124.0,110.0,122.0,122.0,23.0,87.0,171.0,176.0,121.0
0,10,121.0,2,3355,468.0,0,0,1,0,1,1,3,2,2,2,124.0,110.0,122.0,122.0,121.0,87.0,171.0,176.0,121.0,52.0
0,4,119.0,2,4845,468.0,0,1,0,1,0,3,2,2,2,2,110.0,122.0,122.0,121.0,121.0,171.0,176.0,121.0,52.0,10.0
0,30,130.0,2,1440,455.0,1,0,1,0,0,2,2,2,2,2,122.0,122.0,121.0,121.0,119.0,176.0,121.0,52.0,10.0,4.0
0,45,88.0,1,1122,673.0,0,0,1,1,0,2,2,2,2,2,6.0,169.0,79.0,34.0,3.0,105.0,75.0,77.0,77.0,77.0
0,176,88.0,3,324,667.0,0,1,1,0,0,2,2,2,2,1,169.0,79.0,34.0,3.0,88.0,75.0,77.0,77.0,77.0,45.0
0,77,97.0,3,734,594.0,1,1,0,0,0,2,2,2,1,3,79.0,34.0,3.0,88.0,88.0,77.0,77.0,77.0,45.0,176.0
0,98,232.0,1,594,242.0,1,0,0,0,0,2,2,1,3,3,34.0,3.0,88.0,88.0,97.0,77.0,77.0,45.0,176.0,77.0
0,98,47.0,1,594,1005.0,0,0,0,0,1,2,1,3,3,1,3.0,88.0,88.0,97.0,98.0,77.0,45.0,176.0,77.0,232.0
0,161,98.0,1,349,594.0,0,0,0,1,1,1,3,3,1,1,88.0,88.0,97.0,98.0,98.0,45.0,176.0,77.0,232.0,47.0
0,72,92.0,2,803,619.0,0,0,1,1,0,3,3,1,1,1,88.0,97.0,98.0,98.0,98.0,176.0,77.0,232.0,47.0,161.0
0,20,94.0,2,1745,619.0,0,1,1,0,0,3,1,1,1,2,97.0,98.0,98.0,98.0,92.0,77.0,232.0,47.0,161.0,72.0
0,88,77.0,2,642,736.0,1,1,0,0,0,1,1,1,2,2,98.0,98.0,98.0,92.0,94.0,232.0,47.0,161.0,72.0,20.0
0,1,88.0,2,10040,642.0,1,0,0,0,1,1,1,2,2,2,98.0,98.0,92.0,94.0,88.0,47.0,161.0,72.0,20.0,77.0
0,86,102.0,2,677,577.0,0,0,0,1,0,1,2,2,2,2,98.0,92.0,94.0,88.0,88.0,161.0,72.0,20.0,77.0,1.0
0,50,86.0,2,966,677.0,0,0,1,0,1,2,2,2,2,2,92.0,94.0,88.0,88.0,86.0,72.0,20.0,77.0,1.0,102.0
0,55,83.0,2,920,687.0,0,1,0,1,0,2,2,2,2,2,94.0,88.0,88.0,86.0,86.0,20.0,77.0,1.0,102.0,50.0
0,33,82.0,2,1238,691.0,1,0,1,0,0,2,2,2,2,2,88.0,88.0,86.0,86.0,83.0,77.0,1.0,102.0,50.0,55.0
0,79,53.0,2,706,930.0,0,1,0,0,0,2,2,2,2,2,88.0,86.0,86.0,83.0,82.0,1.0,102.0,50.0,55.0,33.0
0,79,20.0,2,706,1810.0,1,0,0,0,1,2,2,2,2,2,86.0,86.0,83.0,82.0,79.0,102.0,50.0,55.0,33.0,53.0
0,38,79.0,2,1160,706.0,0,0,0,1,1,2,2,2,2,2,86.0,83.0,82.0,79.0,79.0,50.0,55.0,33.0,53.0,20.0
0,34,16.0,2,1355,2335.0,0,1,1,1,1,2,2,2,2,2,117.0,190.0,44.0,19.0,33.0,18.0,17.0,17.0,17.0,17.0
0,16,99.0,2,2335,555.0,1,1,1,1,0,2,2,2,2,2,190.0,44.0,19.0,33.0,16.0,17.0,17.0,17.0,17.0,34.0
0,16,36.0,2,2335,1320.0,1,1,1,0,1,2,2,2,2,2,44.0,19.0,33.0,16.0,16.0,17.0,17.0,17.0,34.0,99.0
0,16,193.0,2,2335,275.0,1,1,0,1,1,2,2,2,2,2,19.0,33.0,16.0,16.0,16.0,17.0,17.0,34.0,99.0,36.0
0,47,16.0,2,1030,2335.0,1,0,1,1,1,2,2,2,2,2,33.0,16.0,16.0,16.0,16.0,17.0,34.0,99.0,36.0,193.0
0,15,195.0,2,2335,276.0,0,1,1,1,0,2,2,2,2,2,16.0,16.0,16.0,16.0,16.0,34.0,99.0,36.0,193.0,47.0
0,15,41.0,2,2335,1235.0,1,1,1,0,1,2,2,2,2,2,16.0,16.0,16.0,16.0,15.0,99.0,36.0,193.0,47.0,195.0
0,15,42.0,2,2335,1230.0,1,1,0,1,1,2,2,2,2,2,16.0,16.0,16.0,15.0,15.0,36.0,193.0,47.0,195.0,41.0
0,15,34.0,2,2335,1332.0,1,0,1,1,1,2,2,2,2,2,16.0,16.0,15.0,15.0,15.0,193.0,47.0,195.0,41.0,42.0
0,23,15.0,2,1845,2335.0,0,1,1,1,1,2,2,2,2,2,16.0,15.0,15.0,15.0,15.0,47.0,195.0,41.0,42.0,34.0
0,110,12.0,2,538,2455.0,1,1,1,1,0,2,2,2,2,2,15.0,15.0,15.0,15.0,15.0,195.0,41.0,42.0,34.0,23.0
0,55,11.0,1,932,2410.0,1,1,1,0,0,2,2,2,2,2,15.0,15.0,15.0,15.0,12.0,41.0,42.0,34.0,23.0,110.0
0,94,14.0,1,645,2200.0,1,1,0,0,0,2,2,2,2,1,15.0,15.0,15.0,12.0,11.0,42.0,34.0,23.0,110.0,55.0
0,50,18.0,1,1020,1995.0,1,0,0,0,0,2,2,2,1,1,15.0,15.0,12.0,11.0,14.0,34.0,23.0,110.0,55.0,94.0
0,16,49.0,1,1995,1020.0,0,0,0,0,0,2,2,1,1,1,15.0,12.0,11.0,14.0,18.0,23.0,110.0,55.0,94.0,50.0
0,19,16.0,1,1905,1995.0,0,0,0,0,1,2,1,1,1,1,12.0,11.0,14.0,18.0,16.0,110.0,55.0,94.0,50.0,49.0
0,16,53.0,1,2030,974.0,0,0,0,1,0,1,1,1,1,1,11.0,14.0,18.0,16.0,16.0,55.0,94.0,50.0,49.0,19.0
0,16,85.0,1,2030,682.0,0,0,1,0,1,1,1,1,1,1,14.0,18.0,16.0,16.0,16.0,94.0,50.0,49.0,19.0,53.0
0,38,16.0,1,1220,2030.0,0,1,0,1,1,1,1,1,1,1,18.0,16.0,16.0,16.0,16.0,50.0,49.0,19.0,53.0,85.0
0,17,303.0,3,2030,169.0,1,0,1,1,0,1,1,1,1,1,16.0,16.0,16.0,16.0,16.0,49.0,19.0,53.0,85.0,38.0
0,17,100.0,3,2030,567.0,0,1,1,0,1,1,1,1,1,3,16.0,16.0,16.0,16.0,17.0,19.0,53.0,85.0,38.0,303.0
0,35,17.0,3,1255,2030.0,1,1,0,1,1,1,1,1,3,3,16.0,16.0,16.0,17.0,17.0,53.0,85.0,38.0,303.0,100.0
0,35,18.0,3,1238,1870.0,1,0,1,1,0,1,1,3,3,3,16.0,16.0,17.0,17.0,17.0,85.0,38.0,303.0,100.0,35.0
0,19,84.0,3,1835,699.0,0,1,1,0,0,1,3,3,3,3,16.0,17.0,17.0,17.0,18.0,38.0,303.0,100.0,35.0,35.0
0,171,19.0,3,338,1835.0,1,1,0,0,1,3,3,3,3,3,17.0,17.0,17.0,18.0,19.0,303.0,100.0,35.0,35.0,84.0
0,19,291.0,2,1835,174.0,1,0,0,1,0,3,3,3,3,3,17.0,17.0,18.0,19.0,19.0,100.0,35.0,35.0,84.0,171.0
0,85,19.0,2,683,1835.0,0,0,1,0,1,3,3,3,3,2,17.0,18.0,19.0,19.0,19.0,35.0,35.0,84.0,171.0,291.0
0,133,18.0,2,441,1870.0,0,1,0,1,0,3,3,3,2,2,18.0,19.0,19.0,19.0,19.0,35.0,84.0,171.0,291.0,85.0
0,17,375.0,2,1870,110.0,1,0,1,0,0,3,3,2,2,2,19.0,19.0,19.0,19.0,18.0,84.0,171.0,291.0,85.0,133.0
0,50,17.0,2,987,1870.0,0,1,0,0,1,3,2,2,2,2,19.0,19.0,19.0,18.0,17.0,171.0,291.0,85.0,133.0,375.0
0,17,125.0,2,1915,452.0,1,0,0,1,0,2,2,2,2,2,19.0,19.0,18.0,17.0,17.0,291.0,85.0,133.0,375.0,50.0
0,17,93.0,2,1915,615.0,0,0,1,0,1,2,2,2,2,2,19.0,18.0,17.0,17.0,17.0,85.0,133.0,375.0,50.0,125.0
0,68,17.0,2,816,1915.0,0,1,0,1,1,2,2,2,2,2,18.0,17.0,17.0,17.0,17.0,133.0,375.0,50.0,125.0,93.0
0,62,22.0,2,838,1780.0,1,0,1,1,0,2,2,2,2,2,17.0,17.0,17.0,17.0,17.0,375.0,50.0,125.0,93.0,68.0
0,23,34.0,2,1780,1260.0,0,1,1,0,0,2,2,2,2,2,17.0,17.0,17.0,17.0,22.0,50.0,125.0,93.0,68.0,62.0
0,13,23.0,2,2415,1780.0,1,1,0,0,1,2,2,2,2,2,17.0,17.0,17.0,22.0,23.0,125.0,93.0,68.0,62.0,34.0
0,31,32.0,2,1335,1325.0,1,0,0,1,0,2,2,2,2,2,17.0,17.0,22.0,23.0,23.0,93.0,68.0,62.0,34.0,13.0
0,12,25.0,2,2490,1670.0,0,1,0,1,1,2,2,2,2,2,64.0,38.0,80.0,94.0,89.0,13.0,13.0,13.0,12.0,12.0
0,11,12.0,2,2620,2490.0,1,0,1,1,1,2,2,2,2,2,38.0,80.0,94.0,89.0,12.0,13.0,13.0,12.0,12.0,25.0
0,85,12.0,2,664,2595.0,0,1,1,1,0,2,2,2,2,2,80.0,94.0,89.0,12.0,12.0,13.0,12.0,12.0,25.0,11.0
0,87,11.0,2,640,2595.0,1,1,1,0,0,2,2,2,2,2,94.0,89.0,12.0,12.0,12.0,12.0,12.0,25.0,11.0,85.0
0,21,53.0,2,2095,952.0,1,1,0,0,0,2,2,2,2,2,89.0,12.0,12.0,12.0,11.0,12.0,25.0,11.0,85.0,87.0
0,21,110.0,2,2095,538.0,1,0,0,0,1,2,2,2,2,2,12.0,12.0,12.0,11.0,21.0,25.0,11.0,85.0,87.0,53.0
0,21,32.0,2,2095,1340.0,0,0,0,1,1,2,2,2,2,2,12.0,12.0,11.0,21.0,21.0,11.0,85.0,87.0,53.0,110.0
0,38,21.0,2,1270,2095.0,0,0,1,1,1,2,2,2,2,2,12.0,11.0,21.0,21.0,21.0,85.0,87.0,53.0,110.0,32.0
0,14,93.0,2,2265,627.0,0,1,1,1,0,2,2,2,2,2,11.0,21.0,21.0,21.0,21.0,87.0,53.0,110.0,32.0,38.0
0,46,14.0,2,1076,2265.0,1,1,1,0,1,2,2,2,2,2,21.0,21.0,21.0,21.0,14.0,53.0,110.0,32.0,38.0,93.0
0,63,14.0,1,830,2265.0,1,1,0,1,0,2,2,2,2,2,21.0,21.0,21.0,14.0,14.0,110.0,32.0,38.0,93.0,46.0
0,53,12.0,1,973,2220.0,1,0,1,0,0,2,2,2,2,1,21.0,21.0,14.0,14.0,14.0,32.0,38.0,93.0,46.0,63.0
0,81,13.0,1,700,2140.0,0,1,0,0,0,2,2,2,1,1,21.0,14.0,14.0,14.0,12.0,38.0,93.0,46.0,63.0,53.0
0,15,58.0,1,2095,903.0,1,0,0,0,0,2,2,1,1,1,14.0,14.0,14.0,12.0,13.0,93.0,46.0,63.0,53.0,81.0
0,65,15.0,1,870,2095.0,0,0,0,0,1,2,1,1,1,1,14.0,14.0,12.0,13.0,15.0,46.0,63.0,53.0,81.0,58.0
0,13,223.0,3,2130,259.0,0,0,0,1,0,1,1,1,1,1,14.0,12.0,13.0,15.0,15.0,63.0,53.0,81.0,58.0,65.0
0,13,261.0,3,2130,210.0,0,0,1,0,1,1,1,1,1,3,12.0,13.0,15.0,15.0,13.0,53.0,81.0,58.0,65.0,223.0
0,6,13.0,3,4860,2130.0,0,1,0,1,1,1,1,1,3,3,13.0,15.0,15.0,13.0,13.0,81.0,58.0,65.0,223.0,261.0
0,13,101.0,3,2130,575.0,1,0,1,1,0,1,1,3,3,3,15.0,15.0,13.0,13.0,13.0,58.0,65.0,223.0,261.0,6.0
0,13,109.0,3,2130,513.0,0,1,1,0,1,1,3,3,3,3,15.0,13.0,13.0,13.0,13.0,65.0,223.0,261.0,6.0,101.0
0,44,13.0,3,1070,2130.0,1,1,0,1,1,3,3,3,3,3,13.0,13.0,13.0,13.0,13.0,223.0,261.0,6.0,101.0,109.0
0,28,693.0,2,1500,34.0,1,0,1,1,0,3,3,3,3,3,13.0,13.0,13.0,13.0,13.0,261.0,6.0,101.0,109.0,44.0
0,301,28.0,2,165,1500.0,0,1,1,0,1,3,3,3,3,2,13.0,13.0,13.0,13.0,28.0,6.0,101.0,109.0,44.0,693.0
0,32,25.0,2,1270,1580.0,1,1,0,1,0,3,3,3,2,2,13.0,13.0,13.0,28.0,28.0,101.0,109.0,44.0,693.0,301.0
0,12,32.0,2,2470,1270.0,1,0,1,0,1,3,3,2,2,2,13.0,13.0,28.0,28.0,32.0,109.0,44.0,693.0,301.0,25.0
0,34,9.0,2,1225,3570.0,0,1,0,1,0,3,2,2,2,2,13.0,28.0,28.0,32.0,32.0,44.0,693.0,301.0,25.0,12.0
0,27,34.0,2,1525,1225.0,1,0,1,0,1,2,2,2,2,2,28.0,28.0,32.0,32.0,34.0,693.0,301.0,25.0,12.0,9.0
0,76,35.0,2,750,1225.0,0,1,0,1,0,2,2,2,2,2,28.0,32.0,32.0,34.0,34.0,301.0,25.0,12.0,9.0,27.0
0,51,35.0,2,986,1225.0,1,0,1,0,0,2,2,2,2,2,32.0,32.0,34.0,34.0,35.0,25.0,12.0,9.0,27.0,76.0
0,58,59.0,2,875,870.0,0,1,0,0,0,2,2,2,2,2,32.0,34.0,34.0,35.0,35.0,12.0,9.0,27.0,76.0,51.0
0,58,35.0,2,875,1277.0,1,0,0,0,1,2,2,2,2,2,34.0,34.0,35.0,35.0,58.0,9.0,27.0,76.0,51.0,59.0
0,62,58.0,2,825,875.0,0,0,0,1,1,2,2,2,2,2,34.0,35.0,35.0,58.0,58.0,27.0,76.0,51.0,59.0,35.0
0,24,54.0,2,1605,920.0,0,0,1,1,0,2,2,2,2,2,35.0,35.0,58.0,58.0,58.0,76.0,51.0,59.0,35.0,62.0
0,57,16.0,2,920,1975.0,0,1,1,0,0,2,2,2,2,2,35.0,58.0,58.0,58.0,54.0,51.0,59.0,35.0,62.0,24.0
0,57,59.0,2,920,858.0,1,1,0,0,1,2,2,2,2,2,58.0,58.0,58.0,54.0,57.0,59.0,35.0,62.0,24.0,16.0
0,12,57.0,2,2730,920.0,1,0,0,1,1,2,2,2,2,2,58.0,58.0,54.0,57.0,57.0,35.0,62.0,24.0,16.0,59.0
0,56,113.0,2,920,510.0,0,0,1,1,0,2,2,2,2,2,58.0,54.0,57.0,57.0,57.0,62.0,24.0,16.0,59.0,12.0
0,7,56.0,2,3825,920.0,0,1,1,0,1,2,2,2,2,2,54.0,57.0,57.0,57.0,56.0,24.0,16.0,59.0,12.0,113.0
0,161,98.0,1,349,594.0,1,0,0,1,1,2,2,2,1,1,106.0,6.0,75.0,198.0,86.0,148.0,148.0,140.0,161.0,161.0
0,161,123.0,1,349,466.0,0,0,1,1,1,2,2,1,1,1,6.0,75.0,198.0,86.0,161.0,148.0,140.0,161.0,161.0,98.0
0,48,161.0,1,1005,349.0,0,1,1,1,1,2,1,1,1,1,75.0,198.0,86.0,161.0,161.0,140.0,161.0,161.0,98.0,123.0
0,65,115.0,2,849,493.0,1,1,1,1,0,1,1,1,1,1,198.0,86.0,161.0,161.0,161.0,161.0,161.0,98.0,123.0,48.0
0,134,90.0,2,423,645.0,1,1,1,0,0,1,1,1,1,2,86.0,161.0,161.0,161.0,115.0,161.0,98.0,123.0,48.0,65.0
0,39,134.0,2,1190,423.0,1,1,0,0,1,1,1,1,2,2,161.0,161.0,161.0,115.0,134.0,98.0,123.0,48.0,65.0,90.0
0,21,282.0,1,1925,176.0,0,0,1,1,0,2,2,2,2,2,64.0,45.0,54.0,131.0,14.0,23.0,22.0,22.0,22.0,22.0
0,21,98.0,1,1925,545.0,0,1,1,0,1,2,2,2,2,1,45.0,54.0,131.0,14.0,21.0,22.0,22.0,22.0,22.0,282.0
0,21,118.0,1,1925,495.0,1,1,0,1,1,2,2,2,1,1,54.0,131.0,14.0,21.0,21.0,22.0,22.0,22.0,282.0,98.0
0,107,21.0,1,523,1925.0,1,0,1,1,1,2,2,1,1,1,131.0,14.0,21.0,21.0,21.0,22.0,22.0,282.0,98.0,118.0
0,51,20.0,1,968,1985.0,0,1,1,1,0,2,1,1,1,1,14.0,21.0,21.0,21.0,21.0,22.0,282.0,98.0,118.0,107.0
0,19,106.0,1,1985,531.0,1,1,1,0,0,1,1,1,1,1,21.0,21.0,21.0,21.0,20.0,282.0,98.0,118.0,107.0,51.0
