,WRank,LRank,Surface,WPts,LPts,A,B,C,D,E,ACourt,BCourt,CCourt,DCourt,ECourt,AOpponentRank,BOpponentRank,COpponentRank,DOpponentRank,EOpponentRank,APlayerRank,BPlayerRank,CPlayerRank,DPlayerRank,EPlayerRank
0,100,49.0,3,578,997.0,0,0,0,0,1,1,1,1,3,3,110.0,103.0,101.0,90.0,100.0,78.0,77.0,117.0,86.0,74.0
0,27,100.0,3,1510,578.0,0,0,0,1,1,1,1,3,3,3,103.0,101.0,90.0,100.0,100.0,77.0,117.0,86.0,74.0,49.0
0,101,90.0,1,568,642.0,0,0,1,1,0,1,3,3,3,3,101.0,90.0,100.0,100.0,100.0,117.0,86.0,74.0,49.0,27.0
0,101,21.0,1,568,1745.0,0,1,1,0,1,3,3,3,3,1,90.0,100.0,100.0,100.0,101.0,86.0,74.0,49.0,27.0,90.0
0,101,267.0,1,568,199.0,1,1,0,1,1,3,3,3,1,1,100.0,100.0,100.0,101.0,101.0,74.0,49.0,27.0,90.0,21.0
0,17,101.0,1,1940,568.0,1,0,1,1,1,3,3,1,1,1,100.0,100.0,101.0,101.0,101.0,49.0,27.0,90.0,21.0,267.0
0,90,35.0,1,649,1215.0,0,1,1,1,0,3,1,1,1,1,100.0,101.0,101.0,101.0,101.0,27.0,90.0,21.0,267.0,17.0
0,81,90.0,1,713,649.0,1,1,1,0,1,1,1,1,1,1,101.0,101.0,101.0,101.0,90.0,90.0,21.0,267.0,17.0,35.0
0,392,90.0,2,101,636.0,1,1,0,1,0,1,1,1,1,1,101.0,101.0,101.0,90.0,90.0,21.0,267.0,17.0,35.0,81.0
0,89,43.0,2,636,1061.0,1,0,1,0,0,1,1,1,1,2,101.0,101.0,90.0,90.0,90.0,267.0,17.0,35.0,81.0,392.0
0,25,89.0,2,1535,636.0,0,1,0,0,1,1,1,1,2,2,101.0,90.0,90.0,90.0,89.0,17.0,35.0,81.0,392.0,43.0
0,72,86.0,2,760,646.0,1,0,0,1,0,1,1,2,2,2,90.0,90.0,90.0,89.0,89.0,35.0,81.0,392.0,43.0,25.0
0,57,87.0,2,913,626.0,0,0,1,0,0,1,2,2,2,2,90.0,90.0,89.0,89.0,86.0,81.0,392.0,43.0,25.0,72.0
0,47,12.0,2,1075,2300.0,1,1,1,0,0,2,2,2,2,2,63.0,39.0,22.0,58.0,109.0,14.0,14.0,14.0,14.0,13.0
0,13,93.0,1,2310,639.0,1,1,0,0,0,2,2,2,2,2,39.0,22.0,58.0,109.0,12.0,14.0,14.0,14.0,13.0,47.0
0,13,39.0,1,2310,1251.0,1,0,0,0,1,2,2,2,2,1,22.0,58.0,109.0,12.0,13.0,14.0,14.0,13.0,47.0,93.0
0,7,13.0,1,3665,2310.0,0,0,0,1,1,2,2,2,1,1,58.0,109.0,12.0,13.0,13.0,14.0,13.0,47.0,93.0,39.0
0,140,12.0,1,396,2220.0,0,0,1,1,0,2,2,1,1,1,109.0,12.0,13.0,13.0,13.0,13.0,47.0,93.0,39.0,7.0
0,12,20.0,1,2220,1835.0,0,1,1,0,0,2,1,1,1,1,12.0,13.0,13.0,13.0,12.0,47.0,93.0,39.0,7.0,140.0
0,22,12.0,1,1757,2220.0,1,1,0,0,1,1,1,1,1,1,13.0,13.0,13.0,12.0,12.0,93.0,39.0,7.0,140.0,20.0
0,18,54.0,1,1905,966.0,1,0,0,1,0,1,1,1,1,1,13.0,13.0,12.0,12.0,12.0,39.0,7.0,140.0,20.0,22.0
0,18,74.0,1,1905,767.0,0,0,1,0,1,1,1,1,1,1,13.0,12.0,12.0,12.0,18.0,7.0,140.0,20.0,22.0,54.0
0,18,41.0,1,1905,1180.0,0,1,0,1,1,1,1,1,1,1,12.0,12.0,12.0,18.0,18.0,140.0,20.0,22.0,54.0,74.0
0,18,24.0,1,1905,1665.0,1,0,1,1,1,1,1,1,1,1,12.0,12.0,18.0,18.0,18.0,20.0,22.0,54.0,74.0,41.0
0,2,18.0,1,7950,1905.0,0,1,1,1,1,1,1,1,1,1,12.0,18.0,18.0,18.0,18.0,22.0,54.0,74.0,41.0,24.0
0,22,134.0,1,1665,421.0,1,1,1,1,0,1,1,1,1,1,18.0,18.0,18.0,18.0,18.0,54.0,74.0,41.0,24.0,2.0
0,22,155.0,1,1665,356.0,1,1,1,0,1,1,1,1,1,1,18.0,18.0,18.0,18.0,22.0,74.0,41.0,24.0,2.0,134.0
0,22,13.0,1,1665,2120.0,1,1,0,1,1,1,1,1,1,1,18.0,18.0,18.0,22.0,22.0,41.0,24.0,2.0,134.0,155.0
0,22,35.0,1,1665,1280.0,1,0,1,1,1,1,1,1,1,1,18.0,18.0,22.0,22.0,22.0,24.0,2.0,134.0,155.0,13.0
0,72,22.0,1,806,1665.0,0,1,1,1,1,1,1,1,1,1,18.0,22.0,22.0,22.0,22.0,2.0,134.0,155.0,13.0,35.0
0,22,63.0,3,1665,901.0,1,1,1,1,0,1,1,1,1,1,22.0,22.0,22.0,22.0,22.0,134.0,155.0,13.0,35.0,72.0
0,22,5.0,3,1665,4870.0,1,1,1,0,1,1,1,1,1,3,22.0,22.0,22.0,22.0,22.0,155.0,13.0,35.0,72.0,63.0
0,22,26.0,3,1665,1535.0,1,1,0,1,1,1,1,1,3,3,22.0,22.0,22.0,22.0,22.0,13.0,35.0,72.0,63.0,5.0
0,22,61.0,3,1665,910.0,1,0,1,1,1,1,1,3,3,3,22.0,22.0,22.0,22.0,22.0,35.0,72.0,63.0,5.0,26.0
0,6,22.0,3,4860,1665.0,0,1,1,1,1,1,3,3,3,3,22.0,22.0,22.0,22.0,22.0,72.0,63.0,5.0,26.0,61.0
0,21,57.0,3,1715,923.0,1,1,1,1,0,3,3,3,3,3,22.0,22.0,22.0,22.0,22.0,63.0,5.0,26.0,61.0,6.0
0,21,126.0,3,1715,438.0,1,1,1,0,1,3,3,3,3,3,22.0,22.0,22.0,22.0,21.0,5.0,26.0,61.0,6.0,57.0
0,21,17.0,3,1715,1950.0,1,1,0,1,1,3,3,3,3,3,22.0,22.0,22.0,21.0,21.0,26.0,61.0,6.0,57.0,126.0
0,21,40.0,3,1715,1130.0,1,0,1,1,1,3,3,3,3,3,22.0,22.0,21.0,21.0,21.0,61.0,6.0,57.0,126.0,17.0
0,21,28.0,3,1715,1530.0,0,1,1,1,1,3,3,3,3,3,22.0,21.0,21.0,21.0,21.0,6.0,57.0,126.0,17.0,40.0
0,21,1.0,3,1715,8770.0,1,1,1,1,1,3,3,3,3,3,21.0,21.0,21.0,21.0,21.0,57.0,126.0,17.0,40.0,28.0
0,21,8.0,3,1715,3635.0,1,1,1,1,1,3,3,3,3,3,21.0,21.0,21.0,21.0,21.0,126.0,17.0,40.0,28.0,1.0
0,10,84.0,2,3355,695.0,1,1,1,1,1,3,3,3,3,3,21.0,21.0,21.0,21.0,21.0,17.0,40.0,28.0,1.0,8.0
0,10,121.0,2,3355,468.0,1,1,1,1,1,3,3,3,3,2,21.0,21.0,21.0,21.0,10.0,40.0,28.0,1.0,8.0,84.0
0,27,10.0,2,1534,3355.0,1,1,1,1,1,3,3,3,2,2,21.0,21.0,21.0,10.0,10.0,28.0,1.0,8.0,84.0,121.0
0,10,33.0,2,3445,1235.0,1,1,1,1,0,3,3,2,2,2,21.0,21.0,10.0,10.0,10.0,1.0,8.0,84.0,121.0,27.0
0,10,28.0,2,3445,1410.0,1,1,1,0,1,3,2,2,2,2,21.0,10.0,10.0,10.0,10.0,8.0,84.0,121.0,27.0,33.0
0,10,5.0,2,3445,4700.0,1,1,0,1,1,2,2,2,2,2,10.0,10.0,10.0,10.0,10.0,84.0,121.0,27.0,33.0,28.0
0,10,29.0,2,3445,1395.0,1,0,1,1,1,2,2,2,2,2,10.0,10.0,10.0,10.0,10.0,121.0,27.0,33.0,28.0,5.0
0,10,7.0,2,3445,4085.0,0,1,1,1,1,2,2,2,2,2,10.0,10.0,10.0,10.0,10.0,27.0,33.0,28.0,5.0,29.0
0,10,2.0,2,3445,6480.0,1,1,1,1,1,2,2,2,2,2,10.0,10.0,10.0,10.0,10.0,33.0,28.0,5.0,29.0,7.0
0,6,41.0,2,4445,1072.0,1,1,1,1,1,2,2,2,2,2,10.0,10.0,10.0,10.0,10.0,28.0,5.0,29.0,7.0,2.0
0,6,61.0,2,4445,876.0,1,1,1,1,1,2,2,2,2,2,10.0,10.0,10.0,10.0,6.0,5.0,29.0,7.0,2.0,41.0
0,6,25.0,2,4445,1535.0,1,1,1,1,1,2,2,2,2,2,10.0,10.0,10.0,6.0,6.0,29.0,7.0,2.0,41.0,61.0
0,6,68.0,2,4445,816.0,1,1,1,1,1,2,2,2,2,2,10.0,10.0,6.0,6.0,6.0,7.0,2.0,41.0,61.0,25.0
0,6,55.0,2,4445,963.0,1,1,1,1,1,2,2,2,2,2,10.0,6.0,6.0,6.0,6.0,2.0,41.0,61.0,25.0,68.0
0,6,19.0,2,4445,1755.0,1,1,1,1,1,2,2,2,2,2,6.0,6.0,6.0,6.0,6.0,41.0,61.0,25.0,68.0,55.0
0,6,3.0,2,4445,5500.0,1,1,1,1,1,2,2,2,2,2,6.0,6.0,6.0,6.0,6.0,61.0,25.0,68.0,55.0,19.0
0,3,41.0,2,6445,1100.0,1,1,1,1,1,2,2,2,2,2,6.0,6.0,6.0,6.0,6.0,25.0,68.0,55.0,19.0,3.0
0,3,21.0,2,6445,1768.0,1,1,1,1,1,2,2,2,2,2,6.0,6.0,6.0,6.0,3.0,68.0,55.0,19.0,3.0,41.0
0,3,8.0,2,6445,3640.0,1,1,1,1,1,2,2,2,2,2,6.0,6.0,6.0,3.0,3.0,55.0,19.0,3.0,41.0,21.0
0,3,5.0,2,6445,4755.0,1,1,1,1,1,2,2,2,2,2,6.0,6.0,3.0,3.0,3.0,19.0,3.0,41.0,21.0,8.0
0,3,19.0,2,6445,1815.0,1,1,1,1,1,2,2,2,2,2,6.0,3.0,3.0,3.0,3.0,3.0,41.0,21.0,8.0,5.0
0,2,48.0,2,7445,1017.0,1,1,1,1,1,2,2,2,2,2,3.0,3.0,3.0,3.0,3.0,41.0,21.0,8.0,5.0,19.0
0,2,52.0,2,7445,940.0,1,1,1,1,1,2,2,2,2,2,3.0,3.0,3.0,3.0,2.0,21.0,8.0,5.0,19.0,48.0
0,2,7.0,2,7445,4050.0,1,1,1,1,1,2,2,2,2,2,3.0,3.0,3.0,2.0,2.0,8.0,5.0,19.0,48.0,52.0
0,2,3.0,2,7445,6260.0,1,1,1,1,1,2,2,2,2,2,3.0,3.0,2.0,2.0,2.0,5.0,19.0,48.0,52.0,7.0
0,18,2.0,2,1845,7445.0,1,1,1,1,1,2,2,2,2,2,3.0,2.0,2.0,2.0,2.0,19.0,48.0,52.0,7.0,3.0
0,1,10.0,2,8045,3155.0,1,1,1,1,0,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,48.0,52.0,7.0,3.0,18.0
0,1,5.0,2,8045,5085.0,1,1,1,0,1,2,2,2,2,2,2.0,2.0,2.0,2.0,1.0,52.0,7.0,3.0,18.0,10.0
0,1,7.0,2,8045,4050.0,1,1,0,1,1,2,2,2,2,2,2.0,2.0,2.0,1.0,1.0,7.0,3.0,18.0,10.0,5.0
0,1,6.0,2,8045,4310.0,1,0,1,1,1,2,2,2,2,2,2.0,2.0,1.0,1.0,1.0,3.0,18.0,10.0,5.0,7.0
0,5,1.0,2,5085,8045.0,0,1,1,1,1,2,2,2,2,2,2.0,1.0,1.0,1.0,1.0,18.0,10.0,5.0,7.0,6.0
0,37,448.0,2,1296,81.0,1,1,0,1,0,2,2,2,2,2,26.0,66.0,21.0,54.0,27.0,169.0,169.0,169.0,37.0,37.0
0,37,78.0,2,1296,684.0,1,0,1,0,1,2,2,2,2,2,66.0,21.0,54.0,27.0,37.0,169.0,169.0,37.0,37.0,448.0
0,26,37.0,2,1675,1296.0,0,1,0,1,1,2,2,2,2,2,21.0,54.0,27.0,37.0,37.0,169.0,37.0,37.0,448.0,78.0
0,221,52.0,1,246,966.0,1,0,1,1,0,2,2,2,2,2,54.0,27.0,37.0,37.0,37.0,37.0,37.0,448.0,78.0,26.0
0,18,54.0,1,1905,966.0,0,1,1,0,0,2,2,2,2,1,27.0,37.0,37.0,37.0,52.0,37.0,448.0,78.0,26.0,221.0
0,89,58.0,2,635,878.0,1,0,1,0,0,2,2,2,2,2,94.0,63.0,57.0,84.0,22.0,54.0,54.0,55.0,55.0,54.0
0,57,143.0,2,878,393.0,0,1,0,0,0,2,2,2,2,2,63.0,57.0,84.0,22.0,58.0,54.0,55.0,55.0,54.0,89.0
0,46,57.0,2,1031,878.0,1,0,0,0,1,2,2,2,2,2,57.0,84.0,22.0,58.0,57.0,55.0,55.0,54.0,89.0,143.0
0,59,84.0,2,878,666.0,0,0,0,1,0,2,2,2,2,2,84.0,22.0,58.0,57.0,57.0,55.0,54.0,89.0,143.0,46.0
0,59,87.0,2,878,640.0,0,0,1,0,1,2,2,2,2,2,22.0,58.0,57.0,57.0,59.0,54.0,89.0,143.0,46.0,84.0
0,59,38.0,2,878,1295.0,0,1,0,1,1,2,2,2,2,2,58.0,57.0,57.0,59.0,59.0,89.0,143.0,46.0,84.0,87.0
0,8,59.0,2,2825,878.0,1,0,1,1,1,2,2,2,2,2,57.0,57.0,59.0,59.0,59.0,143.0,46.0,84.0,87.0,38.0
0,48,200.0,2,1038,276.0,0,1,1,1,0,2,2,2,2,2,57.0,59.0,59.0,59.0,59.0,46.0,84.0,87.0,38.0,8.0
0,16,48.0,2,2255,1038.0,1,1,1,0,1,2,2,2,2,2,59.0,59.0,59.0,59.0,48.0,84.0,87.0,38.0,8.0,200.0
0,49,82.0,2,1038,670.0,1,1,0,1,0,2,2,2,2,2,59.0,59.0,59.0,48.0,48.0,87.0,38.0,8.0,200.0,16.0
0,49,32.0,2,1038,1420.0,1,0,1,0,1,2,2,2,2,2,59.0,59.0,48.0,48.0,49.0,38.0,8.0,200.0,16.0,82.0
0,80,49.0,2,680,1038.0,0,1,0,1,1,2,2,2,2,2,59.0,48.0,48.0,49.0,49.0,8.0,200.0,16.0,82.0,32.0
0,24,51.0,1,1745,977.0,1,0,1,1,0,2,2,2,2,2,48.0,48.0,49.0,49.0,49.0,200.0,16.0,82.0,32.0,80.0
0,125,51.0,1,442,977.0,0,1,1,0,0,2,2,2,2,1,48.0,49.0,49.0,49.0,51.0,16.0,82.0,32.0,80.0,24.0
0,14,53.0,1,2175,977.0,1,1,0,0,0,2,2,2,1,1,49.0,49.0,49.0,51.0,51.0,82.0,32.0,80.0,24.0,125.0
0,11,55.0,1,2280,926.0,1,0,0,0,0,2,2,1,1,1,49.0,49.0,51.0,51.0,53.0,32.0,80.0,24.0,125.0,14.0
0,57,98.0,1,910,622.0,0,0,0,0,0,2,1,1,1,1,49.0,51.0,51.0,53.0,55.0,80.0,24.0,125.0,14.0,11.0
0,25,57.0,1,1605,910.0,0,0,0,0,1,1,1,1,1,1,51.0,51.0,53.0,55.0,57.0,24.0,125.0,14.0,11.0,98.0
0,57,61.0,1,910,888.0,0,0,0,1,0,1,1,1,1,1,51.0,53.0,55.0,57.0,57.0,125.0,14.0,11.0,98.0,25.0
0,5,57.0,1,4870,910.0,0,0,1,0,1,1,1,1,1,1,53.0,55.0,57.0,57.0,57.0,14.0,11.0,98.0,25.0,61.0
0,62,55.0,3,903,945.0,0,1,0,1,0,1,1,1,1,1,55.0,57.0,57.0,57.0,57.0,11.0,98.0,25.0,61.0,5.0
0,54,68.0,3,945,839.0,1,0,1,0,0,1,1,1,1,3,57.0,57.0,57.0,57.0,55.0,98.0,25.0,61.0,5.0,62.0
0,26,54.0,3,1553,945.0,0,1,0,0,1,1,1,1,3,3,57.0,57.0,57.0,55.0,54.0,25.0,61.0,5.0,62.0,68.0
0,54,61.0,3,945,912.0,1,0,0,1,0,1,1,3,3,3,57.0,57.0,55.0,54.0,54.0,61.0,5.0,62.0,68.0,26.0
0,35,54.0,3,1254,945.0,0,0,1,0,1,1,3,3,3,3,57.0,55.0,54.0,54.0,54.0,5.0,62.0,68.0,26.0,61.0
0,62,97.0,2,900,589.0,0,1,0,1,0,3,3,3,3,3,55.0,54.0,54.0,54.0,54.0,62.0,68.0,26.0,61.0,35.0
0,32,62.0,2,1399,900.0,1,0,1,0,1,3,3,3,3,2,54.0,54.0,54.0,54.0,62.0,68.0,26.0,61.0,35.0,97.0
0,55,62.0,2,920,875.0,0,1,0,1,0,3,3,3,2,2,54.0,54.0,54.0,62.0,62.0,26.0,61.0,35.0,97.0,32.0
0,72,139.0,2,739,412.0,0,0,1,0,0,2,2,2,2,2,5.0,28.0,68.0,25.0,96.0,72.0,71.0,72.0,72.0,71.0
0,27,72.0,2,1655,739.0,0,1,0,0,1,2,2,2,2,2,28.0,68.0,25.0,96.0,72.0,71.0,72.0,72.0,71.0,139.0
0,76,188.0,2,694,287.0,1,0,0,1,0,2,2,2,2,2,68.0,25.0,96.0,72.0,72.0,72.0,72.0,71.0,139.0,27.0
0,76,75.0,2,694,701.0,0,0,1,0,1,2,2,2,2,2,25.0,96.0,72.0,72.0,76.0,72.0,71.0,139.0,27.0,188.0
0,51,76.0,2,975,694.0,0,1,0,1,1,2,2,2,2,2,96.0,72.0,72.0,76.0,76.0,71.0,139.0,27.0,188.0,75.0
0,74,116.0,2,727,484.0,1,0,1,1,0,2,2,2,2,2,72.0,72.0,76.0,76.0,76.0,139.0,27.0,188.0,75.0,51.0
0,74,30.0,2,727,1490.0,0,1,1,0,1,2,2,2,2,2,72.0,76.0,76.0,76.0,74.0,27.0,188.0,75.0,51.0,116.0
0,34,74.0,2,1332,727.0,1,1,0,1,1,2,2,2,2,2,76.0,76.0,76.0,74.0,74.0,188.0,75.0,51.0,116.0,30.0
0,76,41.0,2,707,1235.0,1,0,1,1,0,2,2,2,2,2,76.0,76.0,74.0,74.0,74.0,75.0,51.0,116.0,30.0,34.0
0,9,76.0,2,3080,707.0,0,1,1,0,1,2,2,2,2,2,76.0,74.0,74.0,74.0,76.0,51.0,116.0,30.0,34.0,41.0
0,88,48.0,2,641,1043.0,1,1,0,1,0,2,2,2,2,2,74.0,74.0,74.0,76.0,76.0,116.0,30.0,34.0,41.0,9.0
0,35,88.0,2,1370,641.0,1,0,1,0,1,2,2,2,2,2,74.0,74.0,76.0,76.0,88.0,30.0,34.0,41.0,9.0,48.0
0,90,40.0,1,673,1179.0,0,1,0,1,0,2,2,2,2,2,74.0,76.0,76.0,88.0,88.0,34.0,41.0,9.0,48.0,35.0
0,3,90.0,1,5195,673.0,1,0,1,0,1,2,2,2,2,1,76.0,76.0,88.0,88.0,90.0,41.0,9.0,48.0,35.0,40.0
0,71,79.0,1,830,726.0,0,1,0,1,0,2,2,2,1,1,76.0,88.0,88.0,90.0,90.0,9.0,48.0,35.0,40.0,3.0
0,76,350.0,3,726,128.0,1,0,1,0,0,2,2,1,1,1,88.0,88.0,90.0,90.0,79.0,48.0,35.0,40.0,3.0,71.0
0,30,76.0,3,1395,726.0,0,1,0,0,1,2,1,1,1,3,88.0,90.0,90.0,79.0,76.0,35.0,40.0,3.0,71.0,350.0
0,96,82.0,3,585,706.0,1,0,0,1,0,1,1,1,3,3,90.0,90.0,79.0,76.0,76.0,40.0,3.0,71.0,350.0,30.0
0,27,83.0,3,1575,706.0,0,0,1,0,0,1,1,3,3,3,90.0,79.0,76.0,76.0,82.0,3.0,71.0,350.0,30.0,96.0
0,83,88.0,3,706,668.0,0,1,0,0,0,1,3,3,3,3,79.0,76.0,76.0,82.0,83.0,71.0,350.0,30.0,96.0,27.0
0,83,23.0,3,706,1665.0,1,0,0,0,1,3,3,3,3,3,76.0,76.0,82.0,83.0,83.0,350.0,30.0,96.0,27.0,88.0
0,188,83.0,3,302,706.0,0,0,0,1,1,3,3,3,3,3,76.0,82.0,83.0,83.0,83.0,30.0,96.0,27.0,88.0,23.0
0,64,76.0,2,884,731.0,0,0,1,1,0,3,3,3,3,3,82.0,83.0,83.0,83.0,83.0,96.0,27.0,88.0,23.0,188.0
0,87,37.0,2,688,1180.0,0,1,1,0,0,3,3,3,3,2,83.0,83.0,83.0,83.0,76.0,27.0,88.0,23.0,188.0,64.0
0,6,87.0,2,4355,688.0,1,1,0,0,1,3,3,3,2,2,83.0,83.0,83.0,76.0,87.0,88.0,23.0,188.0,64.0,37.0
0,36,80.0,2,1182,718.0,1,0,0,1,0,3,3,2,2,2,83.0,83.0,76.0,87.0,87.0,23.0,188.0,64.0,37.0,6.0
0,65,84.0,2,823,681.0,0,0,1,0,0,3,2,2,2,2,83.0,76.0,87.0,87.0,80.0,188.0,64.0,37.0,6.0,36.0
0,47,85.0,2,994,681.0,0,1,0,0,0,2,2,2,2,2,76.0,87.0,87.0,80.0,84.0,64.0,37.0,6.0,36.0,65.0
0,105,73.0,2,563,750.0,1,0,0,0,0,2,2,2,2,2,87.0,87.0,80.0,84.0,85.0,37.0,6.0,36.0,65.0,47.0
0,34,105.0,2,1222,563.0,0,0,0,0,1,2,2,2,2,2,87.0,80.0,84.0,85.0,105.0,6.0,36.0,65.0,47.0,73.0
0,654,105.0,2,38,528.0,0,0,0,0,1,1,3,1,2,2,4.0,3.0,101.0,53.0,393.0,1072.0,748.0,663.0,660.0,654.0
0,32,654.0,2,1399,38.0,0,0,0,1,1,3,1,2,2,2,3.0,101.0,53.0,393.0,654.0,748.0,663.0,660.0,654.0,105.0
0,382,448.0,2,110,83.0,0,0,1,1,0,1,2,2,2,2,101.0,53.0,393.0,654.0,654.0,663.0,660.0,654.0,105.0,32.0
0,106,58.0,1,531,893.0,0,0,0,0,0,2,2,1,1,1,50.0,17.0,156.0,50.0,19.0,100.0,98.0,101.0,105.0,106.0
0,106,96.0,1,531,595.0,0,0,0,0,1,2,1,1,1,1,17.0,156.0,50.0,19.0,106.0,98.0,101.0,105.0,106.0,58.0
0,69,106.0,1,743,531.0,0,0,0,1,1,1,1,1,1,1,156.0,50.0,19.0,106.0,106.0,101.0,105.0,106.0,58.0,96.0
0,90,115.0,2,640,496.0,0,0,1,1,0,1,1,1,1,1,50.0,19.0,106.0,106.0,106.0,105.0,106.0,58.0,96.0,69.0
0,125,51.0,1,442,977.0,0,1,1,0,0,1,1,1,1,2,19.0,106.0,106.0,106.0,115.0,106.0,58.0,96.0,69.0,90.0
0,40,125.0,1,1190,442.0,1,1,0,0,1,1,1,1,2,1,106.0,106.0,106.0,115.0,125.0,58.0,96.0,69.0,90.0,51.0
0,121,98.0,1,452,626.0,1,0,0,1,0,1,1,2,1,1,106.0,106.0,115.0,125.0,125.0,96.0,69.0,90.0,51.0,40.0
0,121,71.0,1,452,755.0,0,0,1,0,1,1,2,1,1,1,106.0,115.0,125.0,125.0,121.0,69.0,90.0,51.0,40.0,98.0
0,114,121.0,1,491,452.0,0,1,0,1,1,2,1,1,1,1,115.0,125.0,125.0,121.0,121.0,90.0,51.0,40.0,98.0,71.0
0,22,134.0,1,1665,421.0,1,0,1,1,0,1,1,1,1,1,125.0,125.0,121.0,121.0,121.0,51.0,40.0,98.0,71.0,114.0
0,38,138.0,3,1110,416.0,0,1,1,0,0,1,1,1,1,1,125.0,121.0,121.0,121.0,134.0,40.0,98.0,71.0,114.0,22.0
0,1,30.0,2,10600,1391.0,0,1,0,1,1,2,2,2,2,2,63.0,53.0,167.0,44.0,122.0,30.0,30.0,30.0,30.0,30.0
0,30,121.0,2,1471,478.0,1,0,1,1,0,2,2,2,2,2,53.0,167.0,44.0,122.0,30.0,30.0,30.0,30.0,30.0,1.0
0,33,30.0,2,1375,1471.0,0,1,1,0,1,2,2,2,2,2,167.0,44.0,122.0,30.0,30.0,30.0,30.0,30.0,1.0,121.0
0,29,74.0,2,1490,731.0,1,1,0,1,0,2,2,2,2,2,44.0,122.0,30.0,30.0,30.0,30.0,30.0,1.0,121.0,33.0
0,34,29.0,2,1355,1490.0,1,0,1,0,1,2,2,2,2,2,122.0,30.0,30.0,30.0,29.0,30.0,1.0,121.0,33.0,74.0
0,29,89.0,2,1490,638.0,0,1,0,1,0,2,2,2,2,2,30.0,30.0,30.0,29.0,29.0,1.0,121.0,33.0,74.0,34.0
0,29,81.0,2,1490,676.0,1,0,1,0,1,2,2,2,2,2,30.0,30.0,29.0,29.0,29.0,121.0,33.0,74.0,34.0,89.0
0,17,29.0,2,2230,1490.0,0,1,0,1,1,2,2,2,2,2,30.0,29.0,29.0,29.0,29.0,33.0,74.0,34.0,89.0,81.0
0,30,138.0,2,1490,396.0,1,0,1,1,0,2,2,2,2,2,29.0,29.0,29.0,29.0,29.0,74.0,34.0,89.0,81.0,17.0
0,74,30.0,2,727,1490.0,0,1,1,0,1,2,2,2,2,2,29.0,29.0,29.0,29.0,30.0,34.0,89.0,81.0,17.0,138.0
0,94,30.0,2,609,1445.0,1,1,0,1,0,2,2,2,2,2,29.0,29.0,29.0,30.0,30.0,89.0,81.0,17.0,138.0,74.0
0,46,30.0,2,1076,1430.0,1,0,1,0,0,2,2,2,2,2,29.0,29.0,30.0,30.0,30.0,81.0,17.0,138.0,74.0,94.0
0,100,31.0,1,606,1415.0,0,1,0,0,0,2,2,2,2,2,29.0,30.0,30.0,30.0,30.0,17.0,138.0,74.0,94.0,46.0
0,92,32.0,1,664,1415.0,1,0,0,0,0,2,2,2,2,1,30.0,30.0,30.0,30.0,31.0,138.0,74.0,94.0,46.0,100.0
0,100,32.0,1,601,1415.0,0,0,0,0,0,2,2,2,1,1,30.0,30.0,30.0,31.0,32.0,74.0,94.0,46.0,100.0,92.0
0,32,60.0,1,1415,901.0,0,0,0,0,0,2,2,1,1,1,30.0,30.0,31.0,32.0,32.0,94.0,46.0,100.0,92.0,100.0
0,6,32.0,1,4470,1415.0,0,0,0,0,1,2,1,1,1,1,30.0,31.0,32.0,32.0,32.0,46.0,100.0,92.0,100.0,60.0
0,31,34.0,1,1415,1315.0,0,0,0,1,0,1,1,1,1,1,31.0,32.0,32.0,32.0,32.0,100.0,92.0,100.0,60.0,6.0
0,2,31.0,1,7950,1415.0,0,0,1,0,1,1,1,1,1,1,32.0,32.0,32.0,32.0,31.0,92.0,100.0,60.0,6.0,34.0
0,29,113.0,1,1415,471.0,0,1,0,1,0,1,1,1,1,1,32.0,32.0,32.0,31.0,31.0,100.0,60.0,6.0,34.0,2.0
0,29,97.0,1,1415,634.0,1,0,1,0,1,1,1,1,1,1,32.0,32.0,31.0,31.0,29.0,60.0,6.0,34.0,2.0,113.0
0,3,29.0,1,5615,1415.0,0,1,0,1,1,1,1,1,1,1,32.0,31.0,31.0,29.0,29.0,6.0,34.0,2.0,113.0,97.0
0,5,29.0,3,4870,1495.0,1,0,1,1,0,1,1,1,1,1,31.0,31.0,29.0,29.0,29.0,34.0,2.0,113.0,97.0,3.0
0,30,95.0,3,1460,607.0,0,1,1,0,0,1,1,1,1,3,31.0,29.0,29.0,29.0,29.0,2.0,113.0,97.0,3.0,5.0
0,30,75.0,3,1460,725.0,1,1,0,0,1,1,1,1,3,3,29.0,29.0,29.0,29.0,30.0,113.0,97.0,3.0,5.0,95.0
0,30,103.0,3,1460,550.0,1,0,0,1,1,1,1,3,3,3,29.0,29.0,29.0,30.0,30.0,97.0,3.0,5.0,95.0,75.0
0,30,24.0,3,1460,1580.0,0,0,1,1,1,1,3,3,3,3,29.0,29.0,30.0,30.0,30.0,3.0,5.0,95.0,75.0,103.0
0,23,48.0,3,1665,999.0,0,1,1,1,1,3,3,3,3,3,29.0,30.0,30.0,30.0,30.0,5.0,95.0,75.0,103.0,24.0
0,138,23.0,3,402,1665.0,1,1,1,1,1,3,3,3,3,3,30.0,30.0,30.0,30.0,23.0,95.0,75.0,103.0,24.0,48.0
