,P1Rank,P2Rank,P1Pts,P2Pts,Surface,AP1Surface,AP1Rank,AP1OppRank,BP1Surface,BP1Rank,BP1OppRank,CP1Surface,CP1Rank,CP1OppRank,AP2Surface,AP2Rank,AP2OppRank,BP2Surface,BP2Rank,BP2OppRank,CP2Surface,CP2Rank,CP2OppRank,AP1Win,BP1Win,CP1Win,AP2Win,BP2Win,CP2Win
40397,1,77,8770,734,3,3,1,77,3,1,77,3,1,77,3,1,77,3,1,77,3,1,77,1,1,1,1,0,1
40426,1,127,8770,437,3,3,1,127,3,1,127,3,1,127,3,1,127,3,1,127,3,1,127,1,1,1,0,0,1
40455,1,8,8770,3355,1,1,1,8,1,1,8,1,1,8,1,1,8,1,1,8,1,1,8,1,1,1,1,1,1
40484,6,1,4450,8770,1,1,1,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1,6,1,1,1,1,1,1
40513,12,1,2165,8770,1,1,1,12,1,1,12,1,1,12,1,1,12,1,1,12,1,1,12,1,1,1,1,1,1
40542,1,70,8770,831,1,1,1,70,1,1,70,1,1,70,1,1,70,1,1,70,1,1,70,1,1,1,1,1,1
40571,1,32,8770,1395,1,1,1,32,1,1,32,1,1,32,1,1,32,1,1,32,1,1,32,1,1,1,1,1,0
40600,78,1,728,8770,1,1,1,78,1,1,78,1,1,78,1,1,78,1,1,78,1,1,78,1,0,1,1,1,1
40629,129,1,430,8770,1,1,1,129,1,1,129,1,1,129,1,1,129,1,1,129,1,1,129,0,1,1,1,1,1
40658,3,2,6015,7950,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,1,1,1,1,1
40687,18,2,1905,7950,1,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,1,1,1,1,1
40716,21,2,1805,7950,1,1,2,21,1,2,21,1,2,21,1,2,21,1,2,21,1,2,21,1,1,1,1,1,0
40745,29,2,1488,7950,1,1,2,29,1,2,29,1,2,29,1,2,29,1,2,29,1,2,29,1,1,0,1,0,1
40774,31,2,1415,7950,1,1,2,31,1,2,31,1,2,31,1,2,31,1,2,31,1,2,31,1,0,1,0,1,1
40803,7,1,3545,8770,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,1,0,1,1,1
40832,16,1,2085,8770,1,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,0,1,1,1
40861,1,41,8770,1175,1,1,1,41,1,1,41,1,1,41,1,1,41,1,1,41,1,1,41,1,1,1,1,0,0
40890,1,63,8770,822,1,1,1,63,1,1,63,1,1,63,1,1,63,1,1,63,1,1,63,1,1,1,1,1,1
40919,10,1,2930,8770,1,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,1,1,1,1,1,1
40948,140,1,396,8770,1,1,1,140,1,1,140,1,1,140,1,1,140,1,1,140,1,1,140,1,1,1,1,1,1
40977,1,69,8770,789,1,1,1,69,1,1,69,1,1,69,1,1,69,1,1,69,1,1,69,1,1,1,1,1,0
41006,77,1,710,8770,1,1,1,77,1,1,77,1,1,77,1,1,77,1,1,77,1,1,77,1,0,1,1,1,1
41035,1,36,8770,1280,1,1,1,36,1,1,36,1,1,36,1,1,36,1,1,36,1,1,36,1,1,1,1,1,1
41064,1,5,8770,4635,1,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,1,1,1,1
41093,1,7,8770,3665,1,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,0,1,1,0
41122,1,38,8770,1255,1,1,1,38,1,1,38,1,1,38,1,1,38,1,1,38,1,1,38,1,0,1,1,1,0
41151,58,1,877,8770,1,1,1,58,1,1,58,1,1,58,1,1,58,1,1,58,1,1,58,1,0,0,0,1,1
41180,1,6,10600,3805,2,2,6,1,2,6,1,2,6,1,2,6,1,2,6,1,2,6,1,1,1,1,1,1,1
41209,1,26,10600,1675,2,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,1,1,1,1,1,1
41238,3,11,6260,3210,2,2,3,11,2,3,11,2,3,11,2,3,11,2,3,11,2,3,11,1,1,1,1,1,0
41267,11,6,3210,4230,2,2,11,6,2,11,6,2,11,6,2,11,6,2,11,6,2,11,6,1,0,1,1,1,1
41296,11,46,3210,1045,2,2,11,46,2,11,46,2,11,46,2,11,46,2,11,46,2,11,46,0,1,1,1,0,0
41325,11,8,2910,3730,2,2,8,11,2,8,11,2,8,11,2,8,11,2,8,11,2,8,11,1,1,1,1,1,1
41354,71,11,750,2910,2,2,11,71,2,11,71,2,11,71,2,11,71,2,11,71,2,11,71,1,1,1,1,1,1
41383,11,7,2910,3825,2,2,11,7,2,11,7,2,11,7,2,11,7,2,11,7,2,11,7,1,1,0,1,1,0
41412,19,11,1845,2910,2,2,11,19,2,11,19,2,11,19,2,11,19,2,11,19,2,11,19,1,1,1,1,0,1
41441,11,45,2910,1055,2,2,11,45,2,11,45,2,11,45,2,11,45,2,11,45,2,11,45,0,1,1,0,0,0
41470,12,2,2730,6900,2,2,2,12,2,2,12,2,2,12,2,2,12,2,2,12,2,2,12,1,1,0,1,1,0
41499,12,57,2730,920,2,2,12,57,2,12,57,2,12,57,2,12,57,2,12,57,2,12,57,1,0,1,1,1,0
41528,415,12,91,2730,2,2,12,415,2,12,415,2,12,415,2,12,415,2,12,415,2,12,415,1,0,0,0,1,1
41557,32,12,1287,2520,2,2,32,12,2,32,12,2,32,12,2,32,12,2,32,12,2,32,12,1,1,1,1,1,1
41586,12,25,2520,1580,2,2,12,25,2,12,25,2,12,25,2,12,25,2,12,25,2,12,25,1,1,1,1,1,1
41615,12,15,2520,1962,2,2,12,15,2,12,15,2,12,15,2,12,15,2,12,15,2,12,15,1,1,0,1,1,0
41644,12,63,2520,850,2,2,12,63,2,12,63,2,12,63,2,12,63,2,12,63,2,12,63,1,0,1,1,0,1
41673,12,110,2520,510,2,2,12,110,2,12,110,2,12,110,2,12,110,2,12,110,2,12,110,0,1,1,0,0,0
41702,166,12,340,2475,2,2,166,12,2,166,12,2,166,12,2,166,12,2,166,12,2,166,12,1,1,1,1,1,0
41731,12,31,2475,1322,2,2,12,31,2,12,31,2,12,31,2,12,31,2,12,31,2,12,31,1,0,1,1,1,0
41760,12,45,2475,1028,2,2,12,45,2,12,45,2,12,45,2,12,45,2,12,45,2,12,45,0,1,1,1,0,0
41789,6,19,4445,1755,2,2,6,19,2,6,19,2,6,19,2,6,19,2,6,19,2,6,19,1,1,1,1,1,1
41818,7,19,4445,1755,2,2,19,7,2,19,7,2,19,7,2,19,7,2,19,7,2,19,7,1,1,1,1,1,1
41847,34,19,1235,1755,2,2,19,34,2,19,34,2,19,34,2,19,34,2,19,34,2,19,34,1,1,1,1,1,1
41876,19,13,1755,2380,2,2,19,13,2,19,13,2,19,13,2,19,13,2,19,13,2,19,13,1,1,0,1,1,0
41905,19,39,1755,1115,2,2,19,39,2,19,39,2,19,39,2,19,39,2,19,39,2,19,39,1,0,1,1,0,1
41934,50,19,997,1755,2,2,19,50,2,19,50,2,19,50,2,19,50,2,19,50,2,19,50,0,0,1,0,1,0
41963,23,151,1710,380,2,2,151,23,2,151,23,2,151,23,2,151,23,2,151,23,2,151,23,1,0,0,1,0,1
41992,23,37,1710,1180,2,2,23,37,2,23,37,2,23,37,2,23,37,2,23,37,2,23,37,0,0,1,0,0,1
42021,22,39,1710,1110,2,2,39,22,2,39,22,2,39,22,2,39,22,2,39,22,2,39,22,0,1,1,0,0,0
42050,20,3,1800,5665,2,2,3,20,2,3,20,2,3,20,2,3,20,2,3,20,2,3,20,1,1,0,1,1,0
42079,20,26,1800,1530,2,2,20,26,2,20,26,2,20,26,2,20,26,2,20,26,2,20,26,1,0,1,1,0,1
42108,20,234,1800,242,2,2,20,234,2,20,234,2,20,234,2,20,234,2,20,234,2,20,234,0,1,1,1,0,1
42137,28,21,1530,1715,3,3,21,28,3,21,28,3,21,28,3,21,28,3,21,28,3,21,28,1,1,1,1,1,1
42166,138,28,402,1530,3,3,28,138,3,28,138,3,28,138,3,28,138,3,28,138,3,28,138,1,1,1,1,1,1
42195,28,18,1530,1855,3,3,28,18,3,28,18,3,28,18,3,28,18,3,28,18,3,28,18,1,1,0,1,1,0
42224,184,28,308,1530,3,3,28,184,3,28,184,3,28,184,3,28,184,3,28,184,3,28,184,1,0,1,1,0,1
42253,73,171,758,333,2,2,171,73,2,171,73,2,171,73,2,171,73,2,171,73,2,171,73,1,1,0,1,1,0
42282,171,31,333,1295,2,2,171,31,2,171,31,2,171,31,2,171,31,2,171,31,2,171,31,1,0,0,1,0,1
42311,171,65,333,815,2,2,171,65,2,171,65,2,171,65,2,171,65,2,171,65,2,171,65,0,0,0,0,1,0
42340,177,2,323,7080,2,2,2,177,2,2,177,2,2,177,2,2,177,2,2,177,2,2,177,0,0,1,0,1,1
42369,247,15,227,2030,2,2,15,247,2,15,247,2,15,247,2,15,247,2,15,247,2,15,247,1,1,0,1,0,1
42398,65,247,852,227,2,2,247,65,2,247,65,2,247,65,2,247,65,2,247,65,2,247,65,1,0,1,1,0,0
42427,247,127,227,458,2,2,247,127,2,247,127,2,247,127,2,247,127,2,247,127,2,247,127,0,0,0,0,0,0
42456,256,5,217,5060,3,3,5,256,3,5,256,3,5,256,3,5,256,3,5,256,3,5,256,0,0,0,1,1,1
42485,35,266,1280,207,1,1,35,266,1,35,266,1,35,266,1,35,266,1,35,266,1,35,266,0,0,1,0,0,1
42514,380,66,109,798,1,1,66,380,1,66,380,1,66,380,1,66,380,1,66,380,1,66,380,0,1,0,0,0,1
42543,13,374,2275,109,2,2,13,374,2,13,374,2,13,374,2,13,374,2,13,374,2,13,374,0,1,0,1,0,0
42572,374,130,109,428,2,2,374,130,2,374,130,2,374,130,2,374,130,2,374,130,2,374,130,0,0,0,0,1,0
42601,102,255,564,197,2,2,102,255,2,102,255,2,102,255,2,102,255,2,102,255,2,102,255,0,1,0,0,0,1
42630,171,73,333,758,2,2,171,73,2,171,73,2,171,73,2,171,73,2,171,73,2,171,73,1,1,0,1,1,0
42659,18,73,1825,758,2,2,73,18,2,73,18,2,73,18,2,73,18,2,73,18,2,73,18,0,1,1,1,0,1
42688,62,33,850,1238,2,2,33,62,2,33,62,2,33,62,2,33,62,2,33,62,2,33,62,1,0,1,1,0,1
42717,62,24,850,1750,2,2,62,24,2,62,24,2,62,24,2,62,24,2,62,24,2,62,24,0,1,0,0,1,0
42746,63,12,850,2520,2,2,12,63,2,12,63,2,12,63,2,12,63,2,12,63,2,12,63,1,0,1,1,0,1
42775,47,63,1020,850,2,2,63,47,2,63,47,2,63,47,2,63,47,2,63,47,2,63,47,0,1,0,0,1,0
42804,120,53,470,955,2,2,120,53,2,120,53,2,120,53,2,120,53,2,120,53,2,120,53,1,0,0,1,0,1
42833,136,53,419,955,2,2,53,136,2,53,136,2,53,136,2,53,136,2,53,136,2,53,136,0,1,0,0,1,0
42862,56,2,955,7080,2,2,2,56,2,2,56,2,2,56,2,2,56,2,2,56,2,2,56,1,0,0,1,0,1
42891,56,140,955,409,2,2,56,140,2,56,140,2,56,140,2,56,140,2,56,140,2,56,140,0,0,1,0,1,0
42920,52,55,975,955,2,2,52,55,2,52,55,2,52,55,2,52,55,2,52,55,2,52,55,0,0,0,0,1,0
42949,57,11,920,3085,2,2,11,57,2,11,57,2,11,57,2,11,57,2,11,57,2,11,57,1,0,1,1,0,0
42978,57,79,920,740,2,2,57,79,2,57,79,2,57,79,2,57,79,2,57,79,2,57,79,0,1,0,0,0,0
43007,1,55,9310,920,2,2,1,55,2,1,55,2,1,55,2,1,55,2,1,55,2,1,55,0,1,1,1,0,0
43036,62,55,875,920,2,2,55,62,2,55,62,2,55,62,2,55,62,2,55,62,2,55,62,0,1,0,0,0,0
43065,55,91,920,644,2,2,91,55,2,91,55,2,91,55,2,91,55,2,91,55,2,91,55,0,0,0,0,1,1
43094,28,52,1525,920,1,1,28,52,1,28,52,1,28,52,1,28,52,1,28,52,1,28,52,0,1,1,0,0,1
43123,51,54,974,920,3,3,51,54,3,51,54,3,51,54,3,51,54,3,51,54,3,51,54,0,0,0,0,1,1
43152,47,4,1010,5080,3,3,4,47,3,4,47,3,4,47,3,4,47,3,4,47,3,4,47,1,1,0,1,1,0
43181,25,47,1588,1010,3,3,47,25,3,47,25,3,47,25,3,47,25,3,47,25,3,47,25,1,0,1,1,0,1
43210,60,100,870,576,2,2,60,100,2,60,100,2,60,100,2,60,100,2,60,100,2,60,100,0,1,1,0,1,1
43239,66,37,825,1152,2,2,37,66,2,37,66,2,37,66,2,37,66,2,37,66,2,37,66,1,1,0,1,1,0
43268,66,94,825,603,2,2,66,94,2,66,94,2,66,94,2,66,94,2,66,94,2,66,94,1,0,0,1,0,0
43297,66,143,825,401,2,2,66,143,2,66,143,2,66,143,2,66,143,2,66,143,2,66,143,0,0,1,0,0,1
43326,65,89,825,640,2,2,89,65,2,89,65,2,89,65,2,89,65,2,89,65,2,89,65,0,1,1,0,0,1
43355,27,72,1510,780,3,3,27,72,3,27,72,3,27,72,3,27,72,3,27,72,3,27,72,1,1,1,1,1,1
43384,38,72,1110,780,3,3,72,38,3,72,38,3,72,38,3,72,38,3,72,38,3,72,38,1,1,1,1,1,1
43413,72,66,780,825,3,3,72,66,3,72,66,3,72,66,3,72,66,3,72,66,3,72,66,1,1,0,1,1,0
43442,72,81,780,725,3,3,72,81,3,72,81,3,72,81,3,72,81,3,72,81,3,72,81,1,0,1,1,0,1
43471,72,89,780,668,3,3,72,89,3,72,89,3,72,89,3,72,89,3,72,89,3,72,89,0,1,1,0,0,1
43500,82,103,710,554,3,3,103,82,3,103,82,3,103,82,3,103,82,3,103,82,3,103,82,1,1,0,1,1,0
43529,82,5,710,5060,3,3,82,5,3,82,5,3,82,5,3,82,5,3,82,5,3,82,5,1,0,0,1,1,1
43558,52,121,975,468,2,2,121,52,2,121,52,2,121,52,2,121,52,2,121,52,2,121,52,0,1,1,0,1,0
43587,122,121,468,469,2,2,121,122,2,121,122,2,121,122,2,121,122,2,121,122,2,121,122,1,0,0,1,0,0
43616,33,82,1238,691,2,2,33,82,2,33,82,2,33,82,2,33,82,2,33,82,2,33,82,0,1,0,0,0,1
43645,83,55,687,920,2,2,55,83,2,55,83,2,55,83,2,55,83,2,55,83,2,55,83,0,1,0,0,0,1
43674,86,50,677,966,2,2,50,86,2,50,86,2,50,86,2,50,86,2,50,86,2,50,86,1,0,1,1,0,0
43703,102,86,577,677,2,2,86,102,2,86,102,2,86,102,2,86,102,2,86,102,2,86,102,0,1,1,0,1,0
43732,88,1,642,10040,2,2,1,88,2,1,88,2,1,88,2,1,88,2,1,88,2,1,88,1,0,0,1,1,1
43761,88,77,642,736,2,2,88,77,2,88,77,2,88,77,2,88,77,2,88,77,2,88,77,0,0,0,0,0,0
43790,94,20,619,1745,2,2,20,94,2,20,94,2,20,94,2,20,94,2,20,94,2,20,94,0,0,1,0,0,1
43819,92,72,619,803,2,2,72,92,2,72,92,2,72,92,2,72,92,2,72,92,2,72,92,0,1,1,0,1,0
43848,161,98,349,594,1,1,161,98,1,161,98,1,161,98,1,161,98,1,161,98,1,161,98,1,1,0,1,1,0
43877,47,98,1005,594,1,1,98,47,1,98,47,1,98,47,1,98,47,1,98,47,1,98,47,0,1,1,1,0,0
43906,98,232,594,242,1,1,98,232,1,98,232,1,98,232,1,98,232,1,98,232,1,98,232,0,0,0,0,0,0
43935,97,77,594,734,3,3,77,97,3,77,97,3,77,97,3,77,97,3,77,97,3,77,97,0,0,0,0,1,1
43964,22,62,1780,838,2,2,62,22,2,62,22,2,62,22,2,62,22,2,62,22,2,62,22,0,1,1,0,0,0
43993,17,68,1915,816,2,2,68,17,2,68,17,2,68,17,2,68,17,2,68,17,2,68,17,1,1,0,1,1,0
44022,17,93,1915,615,2,2,17,93,2,17,93,2,17,93,2,17,93,2,17,93,2,17,93,1,0,1,1,0,0
44051,17,125,1915,452,2,2,17,125,2,17,125,2,17,125,2,17,125,2,17,125,2,17,125,0,1,0,0,0,0
44080,50,17,987,1870,2,2,50,17,2,50,17,2,50,17,2,50,17,2,50,17,2,50,17,1,0,1,1,0,0
44109,375,17,110,1870,2,2,17,375,2,17,375,2,17,375,2,17,375,2,17,375,2,17,375,0,1,1,0,0,1
44138,18,133,1870,441,2,2,133,18,2,133,18,2,133,18,2,133,18,2,133,18,2,133,18,0,1,0,0,1,0
44167,85,19,683,1835,2,2,85,19,2,85,19,2,85,19,2,85,19,2,85,19,2,85,19,1,1,0,1,0,1
44196,59,57,858,920,2,2,57,59,2,57,59,2,57,59,2,57,59,2,57,59,2,57,59,1,0,0,1,0,0
44225,57,16,920,1975,2,2,57,16,2,57,16,2,57,16,2,57,16,2,57,16,2,57,16,0,0,1,0,0,1
44254,54,24,920,1605,2,2,24,54,2,24,54,2,24,54,2,24,54,2,24,54,2,24,54,0,1,1,0,0,1
44283,62,58,825,875,2,2,62,58,2,62,58,2,62,58,2,62,58,2,62,58,2,62,58,1,1,0,1,1,0
44312,58,35,875,1277,2,2,58,35,2,58,35,2,58,35,2,58,35,2,58,35,2,58,35,1,0,0,0,1,1
44341,58,59,875,870,2,2,58,59,2,58,59,2,58,59,2,58,59,2,58,59,2,58,59,0,0,0,0,1,0
44370,35,51,1225,986,2,2,51,35,2,51,35,2,51,35,2,51,35,2,51,35,2,51,35,0,0,1,0,1,0
44399,35,76,1225,750,2,2,76,35,2,76,35,2,76,35,2,76,35,2,76,35,2,76,35,0,1,0,1,0,1
44428,34,27,1225,1525,2,2,27,34,2,27,34,2,27,34,2,27,34,2,27,34,2,27,34,1,0,1,1,0,1
44457,9,34,3570,1225,2,2,34,9,2,34,9,2,34,9,2,34,9,2,34,9,2,34,9,0,1,0,0,1,0
44486,12,32,2470,1270,2,2,12,32,2,12,32,2,12,32,2,12,32,2,12,32,2,12,32,1,0,1,1,0,1
44515,32,25,1270,1580,2,2,32,25,2,32,25,2,32,25,2,32,25,2,32,25,2,32,25,0,1,0,0,1,0
44544,161,48,349,1005,1,1,48,161,1,48,161,1,48,161,1,48,161,1,48,161,1,48,161,1,1,1,1,1,1
44573,161,123,349,466,1,1,161,123,1,161,123,1,161,123,1,161,123,1,161,123,1,161,123,1,1,1,1,1,1
